cdsID	uniprot	u_ev	spur	s_ev	cel	cel_ev	dmel	dmel_ev
lcl|NW_011937532.1_cds_XP_011412959.1_36639	NA	NA	XP_030836279.1	0	C46F11.4	0	FBgn0036104	3.84e-102
lcl|NW_011937532.1_cds_XP_019918608.1_36640	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412960.1_36641	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412961.1_36642	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412963.1_36643	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412965.1_36644	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412966.1_36645	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412968.1_36646	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412969.1_36647	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412970.1_36648	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412971.1_36649	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412978.1_36650	NA	NA	XP_030846279.1	2.09e-59	Y53G8AR.9	9.21e-28	NA	NA
lcl|NW_011937532.1_cds_XP_011412980.1_36651	NA	NA	XP_011682093.2	7.01e-90	F23H12.6	4.17e-71	NA	NA
lcl|NW_011937532.1_cds_XP_019918607.1_36652	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937532.1_cds_XP_019918612.1_36653	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937532.1_cds_XP_019918613.1_36654	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937532.1_cds_XP_011412988.2_36655	NA	NA	XP_030855156.1	1.88e-68	F09G2.4	4.85e-44	NA	NA
lcl|NW_011937532.1_cds_XP_011412982.1_36656	NA	NA	XP_030841764.1	1.07e-27	C39E6.6	1.41e-29	NA	NA
lcl|NW_011937532.1_cds_XP_011412984.1_36657	NA	NA	XP_030841764.1	1.07e-27	C39E6.6	1.41e-29	NA	NA
lcl|NW_011937533.1_cds_XP_011412991.1_36658	NA	NA	XP_030832470.1	0	Y71F9AL.16	0	FBgn0262716	5.43e-53
lcl|NW_011937533.1_cds_XP_011412990.1_36659	NA	NA	XP_030832470.1	0	Y71F9AL.16	0	FBgn0262716	5.55e-53
lcl|NW_011937533.1_cds_XP_011412992.1_36660	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_019918615.1_36661	NA	NA	XP_781574.3	0	F28B3.8	0	FBgn0262743	1.93e-54
lcl|NW_011937533.1_cds_XP_011412998.1_36662	NA	NA	XP_030829831.1	0	C42C1.4a	2.03e-68	NA	NA
lcl|NW_011937533.1_cds_XP_011412996.1_36663	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011412999.1_36664	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413002.1_36665	NA	NA	XP_030834957.1	2.34e-91	T07C4.9b	2.99e-69	NA	NA
lcl|NW_011937533.1_cds_XP_011413003.1_36666	NA	NA	XP_030834957.1	2.34e-91	T07C4.9b	2.99e-69	NA	NA
lcl|NW_011937533.1_cds_XP_011413000.1_36667	NA	NA	XP_030834957.1	4.65e-91	T07C4.9b	3.53e-69	NA	NA
lcl|NW_011937533.1_cds_XP_011413001.1_36668	NA	NA	XP_030834957.1	4.65e-91	T07C4.9b	3.53e-69	NA	NA
lcl|NW_011937533.1_cds_XP_011413004.1_36669	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413006.1_36670	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_019918619.1_36671	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_019918620.1_36672	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_019918618.1_36673	NA	NA	XP_030833475.1	2.59e-104	ZK377.2b	1.69e-133	NA	NA
lcl|NW_011937533.1_cds_XP_019918617.1_36674	NA	NA	XP_030833475.1	4.49e-104	ZK377.2b	4.19e-133	NA	NA
lcl|NW_011937533.1_cds_XP_011413008.1_36675	NA	NA	XP_030833475.1	4.49e-104	ZK377.2b	4.19e-133	NA	NA
lcl|NW_011937533.1_cds_XP_011413009.1_36676	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413010.1_36677	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_019918623.1_36678	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413011.1_36679	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_019918624.1_36680	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413013.1_36681	NA	NA	XP_030851866.1	0	F47C12.2	9.87e-57	NA	NA
lcl|NW_011937533.1_cds_XP_011413014.1_36682	NA	NA	XP_030843285.1	6.81e-39	K02C4.4b	9.33e-32	NA	NA
lcl|NW_011937533.1_cds_XP_011413015.1_36683	NA	NA	XP_030829270.1	3.02e-46	Y39G10AR.3a	4.08e-41	NA	NA
lcl|NW_011937533.1_cds_XP_019918614.1_36684	NA	NA	XP_030829270.1	3.9e-45	H39E23.1e	5.02e-40	NA	NA
lcl|NW_011937533.1_cds_XP_011413016.1_36685	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413017.1_36686	NA	NA	XP_030851145.1	3.79e-107	C15B12.7a	4.15e-24	NA	NA
lcl|NW_011937533.1_cds_XP_011413018.1_36687	NA	NA	XP_030851145.1	3.79e-107	C15B12.7a	4.15e-24	NA	NA
lcl|NW_011937533.1_cds_XP_011413019.1_36688	NA	NA	XP_030851146.1	6.15e-106	C15B12.7a	1.65e-23	NA	NA
lcl|NW_011937533.1_cds_XP_011413024.1_36689	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.41e-23
lcl|NW_011937533.1_cds_XP_011413021.1_36690	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.47e-23
lcl|NW_011937533.1_cds_XP_011413023.1_36691	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.46e-23
lcl|NW_011937533.1_cds_XP_011413025.1_36692	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.39e-23
lcl|NW_011937533.1_cds_XP_011413026.1_36693	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.37e-23
lcl|NW_011937533.1_cds_XP_011413027.1_36694	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.23e-23
lcl|NW_011937533.1_cds_XP_011413028.1_36695	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.2e-23
lcl|NW_011937533.1_cds_XP_011413029.1_36696	NA	NA	XP_030844987.1	0	ZK1086.1a	0	FBgn0261550	2.19e-23
lcl|NW_011937533.1_cds_XP_011413020.1_36697	NA	NA	XP_030844995.1	0	B0464.2a	0	FBgn0035205	1.14e-155
lcl|NW_011937533.1_cds_XP_019918621.1_36698	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413030.1_36699	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413031.1_36700	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413032.1_36701	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_019918625.1_36702	NA	NA	XP_030844692.1	2.17e-104	NA	NA	NA	NA
lcl|NW_011937533.1_cds_XP_011413033.1_36703	NA	NA	NP_001091917.1	0	Y106G6H.2	2.28e-168	FBgn0265297	4.38e-55
lcl|NW_011937533.1_cds_XP_019918616.1_36704	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937534.1_cds_XP_011413038.1_36705	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937534.1_cds_XP_019918626.1_36706	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937534.1_cds_XP_011413041.1_36707	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937534.1_cds_XP_019918627.1_36708	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937534.1_cds_XP_011413042.1_36709	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937534.1_cds_XP_011413039.1_36710	NA	NA	XP_030829212.1	3.36e-55	Y64G10A.7d	5.12e-39	NA	NA
lcl|NW_011937535.1_cds_XP_011413043.1_36711	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_011413044.1_36712	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_011413045.1_36713	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_011413049.2_36714	NA	NA	XP_030846585.1	3.84e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_019918628.1_36715	NA	NA	XP_030846594.1	5.25e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_019918629.1_36716	NA	NA	XP_030846594.1	3.84e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_011413050.2_36717	NA	NA	XP_030846594.1	2.8900000000000003e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_011413051.2_36718	NA	NA	XP_030846585.1	7.22e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_011413046.2_36719	NA	NA	XP_030846594.1	4.99e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_019918630.1_36720	NA	NA	XP_030846594.1	1.76e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_019918631.1_36721	NA	NA	XP_030846594.1	1.52e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_019918632.1_36722	NA	NA	XP_030846594.1	1.36e-38	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_019918633.1_36723	NA	NA	XP_030846594.1	9.12e-39	NA	NA	NA	NA
lcl|NW_011937535.1_cds_XP_019918634.1_36724	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_019918635.1_36725	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413054.1_36726	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_019918636.1_36727	NA	NA	XP_030855866.1	2.34e-65	Y55F3AL.1a	7.66e-53	NA	NA
lcl|NW_011937536.1_cds_XP_019918637.1_36728	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413072.2_36729	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413056.1_36730	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_019918638.1_36731	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_019918639.1_36732	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413059.1_36733	NA	NA	XP_011675926.1	4.46e-53	T21H3.3a	3.94e-52	NA	NA
lcl|NW_011937536.1_cds_XP_011413060.1_36734	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413061.1_36735	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413062.1_36736	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413063.1_36737	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413064.1_36738	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413065.1_36739	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413069.1_36740	NA	NA	XP_786744.1	3.01e-62	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413070.1_36741	NA	NA	XP_786744.1	2.33e-62	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413067.1_36742	NA	NA	XP_786744.1	4.01e-62	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413068.1_36743	NA	NA	XP_786744.1	4.01e-62	NA	NA	NA	NA
lcl|NW_011937536.1_cds_XP_011413066.1_36744	NA	NA	XP_030855149.1	0	ZK836.2a	0	FBgn0039827	4.23e-52
lcl|NW_011937537.1_cds_XP_019918641.1_36745	NA	NA	XP_781372.4	2.28e-59	F47C12.2	2.33e-35	NA	NA
lcl|NW_011937537.1_cds_XP_019918640.1_36746	NA	NA	XP_781372.4	2.43e-77	F47C12.2	6.35e-46	NA	NA
lcl|NW_011937539.1_cds_XP_011413074.1_36747	NA	NA	XP_785838.2	2e-37	NA	NA	NA	NA
lcl|NW_011937539.1_cds_XP_011413075.1_36748	NA	NA	XP_785838.2	1.96e-37	NA	NA	NA	NA
lcl|NW_011937539.1_cds_XP_011413082.1_36749	NA	NA	XP_030828361.1	0	F23B2.4	2.66e-88	NA	NA
lcl|NW_011937539.1_cds_XP_011413077.1_36750	NA	NA	XP_030846220.1	0	C51E3.6	1.86e-104	NA	NA
lcl|NW_011937539.1_cds_XP_011413076.1_36751	NA	NA	XP_030846219.1	0	C51E3.6	1.41e-89	NA	NA
lcl|NW_011937539.1_cds_XP_011413079.1_36752	NA	NA	XP_780064.2	2.21e-76	NA	NA	NA	NA
lcl|NW_011937539.1_cds_XP_019918642.1_36753	NA	NA	XP_780064.2	6.72e-74	NA	NA	NA	NA
lcl|NW_011937539.1_cds_XP_011413078.1_36754	NA	NA	XP_780064.2	6.67e-72	NA	NA	NA	NA
lcl|NW_011937539.1_cds_XP_011413080.1_36755	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937539.1_cds_XP_019918643.1_36756	NA	NA	XP_030844528.1	1.09e-79	W08F4.8a	2.11e-45	NA	NA
lcl|NW_011937540.1_cds_XP_011413085.1_36757	NA	NA	XP_030828652.1	3.08e-87	Y18D10A.3	6.73e-54	NA	NA
lcl|NW_011937540.1_cds_XP_019918644.1_36758	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937540.1_cds_XP_019918645.1_36759	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937540.1_cds_XP_011413086.1_36760	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937540.1_cds_XP_011413087.1_36761	NA	NA	XP_003726777.1	3.74e-22	NA	NA	NA	NA
lcl|NW_011937541.1_cds_XP_011413088.1_36762	NA	NA	XP_030830141.1	4.26e-73	ZK337.1b	1.61e-76	NA	NA
lcl|NW_011937541.1_cds_XP_019918646.1_36763	NA	NA	XP_030839853.1	6.95e-21	NA	NA	NA	NA
lcl|NW_011937541.1_cds_XP_011413089.1_36764	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413094.1_36765	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413128.1_36766	NA	NA	XP_030833438.1	3.34e-42	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413129.1_36767	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_019918647.1_36768	NA	NA	XP_001199449.1	4.11e-31	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413096.2_36769	NA	NA	XP_001199449.1	1.16e-34	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413095.2_36770	NA	NA	XP_030845428.1	7.66e-34	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_019918652.1_36771	NA	NA	XP_784300.4	5.53e-41	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413130.2_36772	NA	NA	XP_796249.1	1.98e-57	ZK287.5	5.95e-54	FBgn0025638	5.17e-39
lcl|NW_011937542.1_cds_XP_011413098.1_36773	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413100.1_36774	NA	NA	XP_786790.3	2.42e-43	F25G6.3	1.44e-44	NA	NA
lcl|NW_011937542.1_cds_XP_011413105.1_36775	NA	NA	XP_030853477.1	1.89e-22	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413108.1_36776	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413103.1_36777	NA	NA	XP_030853477.1	3.17e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413111.1_36778	NA	NA	XP_003723749.2	2.48e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_019918650.1_36779	NA	NA	XP_003723749.2	2.1e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_019918649.1_36780	NA	NA	XP_030853477.1	2.63e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413110.1_36781	NA	NA	XP_030853477.1	1.16e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413107.1_36782	NA	NA	XP_003723749.2	9.59e-22	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413106.1_36783	NA	NA	XP_030853477.1	2.09e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413104.1_36784	NA	NA	XP_030853477.1	2.12e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413101.1_36785	NA	NA	XP_030853477.1	2.14e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413102.1_36786	NA	NA	XP_030853477.1	2.14e-21	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413112.1_36787	NA	NA	XP_011671846.1	1.44e-134	F35A5.8a	1.72e-101	NA	NA
lcl|NW_011937542.1_cds_XP_011413113.1_36788	NA	NA	XP_011671846.1	1.76e-134	F35A5.8a	9.31e-102	NA	NA
lcl|NW_011937542.1_cds_XP_011413114.1_36789	NA	NA	XP_011671846.1	3.43e-130	F35A5.8a	8.6e-96	NA	NA
lcl|NW_011937542.1_cds_XP_011413115.1_36790	NA	NA	XP_011671846.1	2.08e-137	F35A5.8c	2.8e-103	NA	NA
lcl|NW_011937542.1_cds_XP_011413116.1_36791	NA	NA	XP_011671846.1	1.9e-137	F35A5.8a	1.27e-103	NA	NA
lcl|NW_011937542.1_cds_XP_011413117.1_36792	NA	NA	XP_011671848.1	3.37e-138	F35A5.8c	7e-105	NA	NA
lcl|NW_011937542.1_cds_XP_011413118.1_36793	NA	NA	XP_011671848.1	1.04e-136	F35A5.8c	1.23e-105	NA	NA
lcl|NW_011937542.1_cds_XP_011413121.1_36794	NA	NA	XP_030829981.1	9.38e-38	ZK546.15	3.62e-30	NA	NA
lcl|NW_011937542.1_cds_XP_011413122.1_36795	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413123.1_36796	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413132.2_36797	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413124.1_36798	NA	NA	XP_030833512.1	3.43e-41	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413126.1_36799	NA	NA	XP_030833512.1	3.81e-41	NA	NA	NA	NA
lcl|NW_011937542.1_cds_XP_011413127.1_36800	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937543.1_cds_XP_011413133.2_36801	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937543.1_cds_XP_019918653.1_36802	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918657.1_36803	NA	NA	XP_782273.3	4.91e-44	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918658.1_36804	NA	NA	XP_782273.3	5.75e-44	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918655.1_36805	NA	NA	XP_782273.3	4.96e-44	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918656.1_36806	NA	NA	XP_782273.3	4.96e-44	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413135.1_36807	NA	NA	XP_782273.3	4.84e-44	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918654.1_36808	NA	NA	XP_782273.3	4.96e-44	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918659.1_36809	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413141.1_36810	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413142.1_36811	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413143.2_36812	NA	NA	XP_790583.2	7.47e-69	C05G5.1	6.06e-54	NA	NA
lcl|NW_011937546.1_cds_XP_019918661.1_36813	NA	NA	XP_030842073.1	3.07e-107	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413145.1_36814	NA	NA	XP_030842073.1	3.07e-107	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413147.1_36815	NA	NA	XP_030842073.1	3.07e-107	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918663.1_36816	NA	NA	XP_030851495.1	3.91e-31	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413148.1_36817	NA	NA	XP_030851495.1	3.92e-31	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918666.1_36818	NA	NA	XP_030849534.1	2.24e-33	K12H6.3	2.38e-28	NA	NA
lcl|NW_011937546.1_cds_XP_019918667.1_36819	NA	NA	XP_030849534.1	2.24e-33	K12H6.3	2.38e-28	NA	NA
lcl|NW_011937546.1_cds_XP_011413174.1_36820	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413152.1_36821	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413150.1_36822	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413153.1_36823	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413154.1_36824	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413156.1_36825	NA	NA	XP_030834059.1	8.48e-86	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918660.1_36826	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413158.1_36827	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413159.1_36828	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413160.1_36829	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413161.1_36830	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918668.1_36831	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918664.1_36832	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413163.1_36833	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_019918665.1_36834	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413165.1_36835	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413164.1_36836	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413167.1_36837	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413168.1_36838	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413171.1_36839	NA	NA	XP_011676575.2	3.72e-36	NA	NA	NA	NA
lcl|NW_011937546.1_cds_XP_011413172.1_36840	NA	NA	XP_030850282.1	1.62e-61	C01B10.9	4.52e-30	NA	NA
lcl|NW_011937546.1_cds_XP_019918662.1_36841	NA	NA	XP_030850282.1	3.57e-57	C01B10.9	3.13e-27	NA	NA
lcl|NW_011937546.1_cds_XP_011413175.2_36842	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413179.2_36843	NA	NA	XP_011672363.1	6.61e-169	F28C1.2a	5.84e-85	FBgn0024941	8.1e-32
lcl|NW_011937547.1_cds_XP_011413181.2_36844	NA	NA	XP_011672363.1	3.14e-168	F28C1.2a	3.7e-85	FBgn0024941	8e-32
lcl|NW_011937547.1_cds_XP_011413178.2_36845	NA	NA	XP_011672363.1	3.86e-174	F28C1.2a	5.77e-85	FBgn0024941	8.18e-32
lcl|NW_011937547.1_cds_XP_011413180.2_36846	NA	NA	XP_011672363.1	6.58e-174	F28C1.2a	5.78e-85	FBgn0024941	8.08e-32
lcl|NW_011937547.1_cds_XP_011413177.2_36847	NA	NA	XP_011672363.1	3.92e-169	F28C1.2a	1.7e-85	FBgn0024941	8.4e-32
lcl|NW_011937547.1_cds_XP_019918669.1_36848	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413183.1_36849	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413184.1_36850	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413195.1_36851	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_019918675.1_36852	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413185.1_36853	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413187.1_36854	NA	NA	XP_030852870.1	9.78e-53	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_019918673.1_36855	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413188.1_36856	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413189.1_36857	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413191.1_36858	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_019918671.1_36859	NA	NA	XP_781901.2	0	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413192.1_36860	NA	NA	XP_781901.2	0	NA	NA	NA	NA
lcl|NW_011937547.1_cds_XP_011413193.1_36861	NA	NA	XP_003728766.1	1.53e-35	F11C1.6a	2.41e-34	NA	NA
lcl|NW_011937547.1_cds_XP_019918672.1_36862	NA	NA	XP_011665772.2	3.27e-45	F11C1.6a	2.07e-34	NA	NA
lcl|NW_011937547.1_cds_XP_011413194.1_36863	NA	NA	XP_011665772.2	3.27e-45	F11C1.6a	2.07e-34	NA	NA
lcl|NW_011937547.1_cds_XP_011413197.1_36864	NA	NA	XP_030854481.1	4.13e-116	NA	NA	NA	NA
lcl|NW_011937548.1_cds_XP_019918680.1_36865	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011937548.1_cds_XP_011413202.1_36866	NA	NA	XP_011672318.1	1.39e-120	F42G4.3c	1.07e-82	NA	NA
